Name	MOA	Target	Disease Area	Indication	Phase
dinoprost	prostacyclin analog	PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, TBXA2R	obstetrics/gynecology	labor induction	Launched
dinoprostone	prostanoid receptor agonist	CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, TBXA2R			Withdrawn
dioscin	apoptosis stimulant	CXCR3			Preclinical
diosgenin	steroid				Preclinical
diosmetin	aryl hydrocarbon receptor agonist	CYP1B1	dermatology	cosmetic	Launched
diosmin	aryl hydrocarbon receptor agonist, capillary stabilizing agent	AHR	cardiology, hematology, dermatology	chronic venous insufficiency (CVI), edema, deep vein thrombosis (DVT), statis dermatitis, heavy leg syndrome	Launched
dioxybenzone	topical sunscreen agent				Preclinical
dipeptamin					Launched
diperodon	local anesthetic				Preclinical
diphemanil	acetylcholine receptor antagonist	CHRM3	neurology/psychiatry	spasms	Launched
diphencyprone	immunostimulant				Phase 2
diphenhydramine	histamine receptor antagonist	HRH1	neurology/psychiatry	headache	Launched
diphenidol	acetylcholine receptor agonist	CHRM1, CHRM2, CHRM3, CHRM4	neurology/psychiatry	vertigo	Launched
diphenyleneiodonium	nitric oxide synthase inhibitor	NOS2, NOS3			Preclinical
diphenylguanidine					Preclinical
diphenylpyraline	dopamine reuptake inhibitor	HRH1, SLC6A3	allergy	allergic rhinitis	Launched
dipivefrine	adrenergic receptor agonist		ophthalmology	glaucoma, intraocular pressure	Launched
dipraglurant	glutamate receptor negative allosteric modulator	GRM5			Phase 2
DIPT	dopamine reuptake inhibitor, serotonin reuptake inhibitor	HTR1A, HTR2A, HTR2C			Launched
dipyridamole	phosphodiesterase inhibitor	ADA, PDE10A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, SLC29A1	cardiology	coronary artery disease (CAD), peripheral artery disease (PAD), hypertension	Launched
dipyrocetyl	chelating agent		endocrinology, neurology/psychiatry	fever, pain relief	Launched
diquafosol	purinergic receptor activator				Phase 3
dirithromycin	bacterial 50S ribosomal subunit inhibitor		pulmonary	bronchitis	Launched
diroximel-fumarate	anti-inflammatory agent				Phase 3
disodium-sebacate		HBB			Phase 1
disopyramide	sodium channel blocker	CHRM1, CHRM2, CHRM3, KCND2, KCND3, KCNH2, SCN5A	cardiology	ventricular tachycardia (VT), ventricular arrhythmias	Launched
disulfiram	aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPV agonist	ALDH2, DBH	neurology/psychiatry	abstinence from alcohol	Launched
dithranol	DNA synthesis inhibitor		dermatology	psoriasis	Launched
ditiocarb-sodium-trihydrate	immunostimulant	CA1, CA2, CA4			Phase 3
ditolylguanidine	sigma receptor agonist	GRIN1, GRIN2A, GRIN2B, SIGMAR1			Preclinical
dixanthogen					Preclinical
dixyrazine	antipsychotic				Preclinical
dizocilpine-(+)	glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D			Preclinical
dizocilpine-(-)	glutamate receptor antagonist				Phase 1
DMAB-anabaseine	adrenergic receptor agonist	CHRNA7			Preclinical
DMeOB	glutamate receptor modulator	GRM5			Preclinical
DMH1	ALK tyrosine kinase receptor inhibitor	ACVR1			Preclinical
DMH4	VEGFR inhibitor	KDR			Preclinical
DMNB	DNA dependent protein kinase inhibitor				Preclinical
DMP-543	acetylcholine release enhancer				Phase 2
DMP-777	elastase inhibitor	MPO			Phase 2
DMPS	chelating agent				Phase 1
DMSO	control vehicle				Preclinical
DNQX	glutamate receptor antagonist	GRIA1, GRIA2, GRIK1, GRIN1, GRIN2A, GRIN2B			Preclinical
dobutamine	adrenergic receptor agonist	ADRB1, ADRB2	cardiology	congestive heart failure	Launched
docebenone	lipoxygenase inhibitor	ALOX5			Phase 2
docetaxel	tubulin polymerization inhibitor	BCL2, MAP2, MAP4, MAPT, NR1I2, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8	oncology	breast cancer, non-small cell lung cancer (NSCLC), prostate cancer, gastric adenocarcinoma, head and neck squamous cell carcinoma (HNSCC)	Launched
doconexent	PPAR receptor agonist	FFAR1, PTGS1, PTGS2			Launched
doconexent-ethyl-ester	omega 3 fatty acid stimulant		endocrinology	hypertriglyceridemia	Launched
docosanol	lipase clearing factor inhibitor	TLR7	dental	cold sore	Launched
docusate	laxative		gastroenterology	constipation	Launched
dodecyl-sulfate		LYZ			Preclinical
dofequidar	MRP inhibitor, P glycoprotein inhibitor	ABCB1			Phase 3
dofetilide	potassium channel blocker	KCNH1, KCNH2, KCNJ12, KCNK2			Withdrawn
dolasetron	serotonin receptor antagonist	HTR3A	gastroenterology	nausea, vomiting	Launched
dolastatin-10	tubulin polymerization inhibitor	TUBB			Phase 2
dolutegravir	HIV integrase inhibitor	CYP3A4, CYP3A5, CYP3A7, POU2F2, UGT1A1	infectious disease	human immunodeficiency virus (HIV-1)	Launched
domiphen					Preclinical
domperidone	dopamine receptor antagonist	DRD2, DRD3	infectious disease	fescue toxicosis	Launched
donepezil	acetylcholinesterase inhibitor	ACHE	neurology/psychiatry	Alzheimer's disease	Launched
donitriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR5A, HTR6			Phase 2
dopamine	dopamine receptor agonist	DBH, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR7, SLC6A2, SLC6A3, SLC6A4	cardiology, neurology/psychiatry	ventricular arrhythmias, depression, headache, tremors	Launched
doramapimod	p38 MAPK inhibitor	MAPK11, MAPK12, MAPK13, MAPK14			Phase 2
doramectin			infectious disease	gastrointestinal roundworms	Launched
doravirine	non-nucleoside reverse transcriptase inhibitor				Launched
doripenem	bacterial cell wall synthesis inhibitor	DPEP1	infectious disease	intra-abdominal infections, urinary tract infections, pyelonephritis	Launched
dorsomorphin	AMPK inhibitor	ACVR1, BMPR1A, BMPR1B, EPHA2, FKBP1A, FLT1, FLT3, KDR, LCK, MKNK1, PRKAA1, RPS6KA1, SRC			Preclinical
dorzolamide	carbonic anhydrase inhibitor	CA1, CA12, CA14, CA2, CA4, CA7	ophthalmology	intraocular pressure, glaucoma	Launched
dosulepin	norepinephrine reuptake inhibitor, serotonin–norepinephrine reuptake inhibitor (SNRI), tricyclic antidepressant	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, SLC6A2, SLC6A4	neurology/psychiatry	depression	Launched
DOTMP					Preclinical
dovitinib	EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB			Phase 3
doxapram	potassium channel blocker		pulmonary, neurology/psychiatry	respiratory depression, central nervous system depression, acute hypercapnia (AHC)	Launched
doxazosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D	urology, cardiology	benign prostatic hyperplasia (BPH), hypertension	Launched
doxepin	histamine receptor antagonist	HRH1, SLC6A2, SLC6A4	neurology/psychiatry	depression, anxiety	Launched
doxercalciferol	vitamin D receptor agonist	VDR	nephrology, endocrinology	chronic kidney disease (CKD), hyperparathyroidism	Launched
doxifluridine	thymidylate synthase inhibitor	TYMS	oncology	colorectal cancer	Launched
doxofylline	adenosine receptor antagonist	ADORA1, PDE4A, PDE4B, PDE4C, PDE4D	pulmonary	asthma	Launched
doxorubicin	topoisomerase inhibitor	TOP2A	hematologic malignancy, oncology	acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma	Launched
doxycycline	bacterial 30S ribosomal subunit inhibitor, metalloproteinase inhibitor	MMP8	dental	periodontitis	Launched
doxylamine	histamine receptor antagonist	HRH1	neurology/psychiatry	sedative	Launched
DpC					Phase 1
DPC-681	HIV protease inhibitor				Phase 1
DPCPX	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3			Phase 1
DPI-201106	sodium channel activator	ADRB2			Phase 2
DPO-1	potassium channel blocker	KCNA5			Preclinical
DPPE	histamine receptor antagonist	ABCB1, HRH1			Phase 3
DQP-1105	glutamate receptor antagonist	GRIN2C, GRIN2D			Preclinical
DR-2313	PARP inhibitor	PARP1, PARP3			Preclinical
DR-4485	serotonin receptor antagonist	HTR7			Preclinical
DRF053-(R)	CDK inhibitor	CSNK1A1			Preclinical
drofenine			neurology/psychiatry	spasms	Launched
droloxifene	selective estrogen receptor modulator (SERM)	ESR1			Phase 3
dromostanolone-propionate	androgen receptor modulator	AR	oncology	breast cancer	Launched
dronedarone	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, KCNA5, KCNH2, KCNK2, SCN1A	cardiology	atrial fibrillation (AF)	Launched
droperidol	dopamine receptor antagonist	ADRA1A, DRD2, DRD3, DRD4, HTR2A	gastroenterology	nausea, vomiting	Launched
dropropizine	antitussive		pulmonary	cough suppressant	Launched
drospirenone	mineralocorticoid receptor antagonist	AR, NR3C2, PGR	endocrinology	contraceptive	Launched
drotaverine	phosphodiesterase inhibitor		obstetrics/gynecology	labor induction	Launched
droxicam	cyclooxygenase inhibitor	PTGS1	rheumatology	rheumatoid arthritis, osteoarthritis	Launched
droxidopa	norepinephrine precursor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH	cardiology, neurology/psychiatry	hypertension, Parkinson's Disease	Launched
droxinostat	HDAC inhibitor	HDAC6, HDAC8			Preclinical
DSM265	dihydroorotate dehydrogenase inhibitor				Phase 2
DSPC					Preclinical
DSR-6434	toll-like receptor agonist	TLR7			Preclinical
DS2-(806622)					Preclinical
DU-728	structural glycoprotein antagonist	ITGA2B, ITGB3			Phase 1
duloxetine	norepinephrine reuptake inhibitor, serotonin–norepinephrine reuptake inhibitor (SNRI)	HTR2A, HTR2C, HTR6, SLC6A2, SLC6A3, SLC6A4	neurology/psychiatry	depression, generalized anxiety disorder (GAD), muscle pain, peripheral neuropathy	Launched
DUP-697	cyclooxygenase inhibitor	PTGS2			Phase 1
dutasteride	5 alpha reductase inhibitor	SRD5A1, SRD5A2, SRD5A3	urology	benign prostatic hyperplasia (BPH)	Launched
duvelisib	PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG			Launched
DVD-111					Phase 2
DWK-1339	beta amyloid aggregation inhibitor				Preclinical
dyclonine	sodium channel blocker	SCN10A, SCN5A	neurology/psychiatry	local anesthetic	Launched
dydrogesterone	progesterone receptor agonist	PGR	obstetrics/gynecology	infertility	Launched
dynasore	dynamin inhibitor	DNM1, DNM1L, DNM2			Preclinical
dynole-34-2	dynamin inhibitor	DNM1			Preclinical
dyphylline	adenosine receptor antagonist, phosphodiesterase inhibitor	PDE4A	pulmonary	asthma, bronchitis, emphysema	Launched
DY131	estrogen-related receptor agonist	ESRRB, ESRRG			Preclinical
D609	phospholipase inhibitor				Preclinical
E-2001	antioxidant				Preclinical
E-2012	gamma secretase modulator	APH1A, APH1B, PSENEN			Phase 1
E-4031	potassium channel blocker	KCNH1, KCNH2			Phase 1
E-64	calpain inhibitor, cysteine protease inhibitor	CTSS			Preclinical
eact	calcium-activated chloride channel inhibitor	ANO1			Preclinical
EB-47	PARP inhibitor	PARP1			Preclinical
ebastine	histamine receptor antagonist	CYP3A4, HRH1	allergy	allergic rhinitis, urticaria	Launched
EBPC	aldose reductase inhibitor	AKR1B1			Preclinical
ebrotidine	histamine receptor antagonist	HRH2			Withdrawn
ebselen	cyclooxygenase inhibitor, glutathione peroxidase agonist, H+/K+-ATPase inhibitor, nitric oxide synthase inhibitor	ALB			Phase 2/Phase 3
EC-144	HSP inhibitor	HSP90AA1, HSP90AB1			Preclinical
EC-23	retinoid receptor agonist	RARA, RARB, RARG			Preclinical
ecabapide					Phase 3
ecabet	gastrin inhibitor, urease inhibitor	NOXO1	ophthalmology	dry eye syndrome	Launched
ecamsule-triethanolamine			dermatology	skin protectant, sunscreen lotion	Launched
echinomycin	DNA intercalating agent				Phase 2
econazole	lanosterol demethylase inhibitor, sterol demethylase inhibitor	NPY1R, NPY2R, TRPM2, TRPV5	infectious disease	tinea pedis, tinea cruris, tinea corporis, tinea versicolor, cutaneous candidiasis	Launched
ectoine	anti-inflammatory agent				Launched
edaglitazone	PPAR receptor agonist	PPARG			Phase 2
edaravone	nootropic agent	BCL2	neurology/psychiatry	stroke	Launched
edasalonexent	NFkB pathway inhibitor				Phase 3
edelfosine	phospholipase inhibitor				Phase 2
editol					Preclinical
EDO-S101	HDAC inhibitor				Phase 1/Phase 2
edonerpic-maleate	beta amyloid inhibitor				Preclinical
edoxaban	coagulation factor inhibitor	F10	neurology/psychiatry, hematology, cardiology	stroke, pulmonary embolism (PE), systemic embolism, deep vein thrombosis (DVT), atrial fibrillation (AF)	Launched
edoxudine	DNA directed DNA polymerase inhibitor		infectious disease	virus herpes simplex (HSV)	Launched
edrophonium	acetylcholinesterase inhibitor	ACHE, BCHE	neurology/psychiatry	myasthenia gravis	Launched
EDTMP	chelating agent				Preclinical
EED226	polycomb protein inhibitor	EED			Preclinical
efaproxiral	hemoglobin oxygen release stimulant	HBA1, HBB			Phase 3
efaroxan	adrenergic receptor antagonist	ADORA2A			Phase 2
efatutazone	PPAR receptor agonist	PPARG			Phase 2
efavirenz	HIV protease inhibitor	CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4	infectious disease	human immunodeficiency virus (HIV-1)	Launched
efinaconazole	lanosterol demethylase inhibitor	CYP51A1	infectious disease	onychomycosis	Launched
efletirizine	antihistamine				Phase 3
eflornithine	ornithine decarboxylase inhibitor	ARG2, ODC1	dermatology	facial hair reduction	Launched
efloxate	vasodilator				Preclinical
efonidipine	calcium channel blocker		cardiology	hypertension	Launched
EF5	cytochrome P450 activator				Phase 2
EGF816	EGFR inhibitor	EGFR			Phase 2
eglumetad	glutamate receptor agonist	GRM2, GRM3, GRM6, GRM8			Phase 2
EG00229	neuropilin receptor antagonist	NRP1			Preclinical
EHop-016	Ras GTPase inhibitor	RAC1, RAC3			Preclinical
EIPA	sodium/hydrogen exchanger inhibitor, transient receptor potential polycystic inhibitor	ADRA2A, ASIC1, PKD2L1			Preclinical
EIT-hydrobromide	nitric oxide synthase inhibitor	NOS2, NOS3			Preclinical
EI1	histone lysine methyltransferase inhibitor	EZH2			Preclinical
elacestrant	estrogen receptor degrader				Phase 3
elacridar	P glycoprotein inhibitor	ABCB1			Phase 1
elactocin	exportin antagonist	XPO1			Phase 1
elacytarabine	antineoplastic agent	DCK			Phase 3
elafibranor	PPAR receptor agonist	PPARA, PPARD, PPARG			Phase 3
elagolix	gonadotropin releasing factor hormone receptor antagonist	GNRHR			Launched
elbasvir	HCV inhibitor		infectious disease	hepatitis C	Launched
eldecalcitol	bone formation stimulant	VDR			Phase 3
eleclazine	late sodium current inhibitor				Phase 3
elemene	VEGFR inhibitor				Phase 3
elesclomol	oxidative stress inducer	HSPA1A			Phase 3
eletriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2B, HTR7	neurology/psychiatry	migraine headache	Launched
eliglustat	glycosyl transferase inhibitor	UGCG	hematology	Gaucher disease	Launched
elinogrel	purinergic receptor antagonist	P2RY12			Phase 2
eliprodil	glutamate receptor antagonist	GRIN1, GRIN2B			Phase 3
ellagic-acid	glutathione transferase inhibitor, non-nucleoside reverse transcriptase inhibitor	CA1, CA12, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA9, CSNK2A1, GSK3B, PRKACA, PRKCA, PRKCB, SQLE, SYK			Phase 2
ELN-441958	bradykinin receptor antagonist	BDKRB1			Preclinical
eltanexor	exportin inhibitor				Preclinical
eltanolone	GABA receptor positive allosteric modulator	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB2, GABRG2			Phase 3
eltoprazine	serotonin receptor agonist	HTR1A, HTR1B			Phase 2
eltrombopag	thrombopoietin receptor agonist	MPL	hematology, infectious disease	anemia, hepatitis C, thrombocytopenia	Launched
eluxadoline	opioid receptor agonist, opioid receptor antagonist	OPRD1, OPRK1, OPRM1	gastroenterology	irritable bowel syndrome	Launched
elvitegravir	HIV integrase inhibitor		infectious disease	human immunodeficiency virus (HIV-1)	Launched
emamectin	GABA receptor agonist				Preclinical
embelin	HCV inhibitor, XIAP inhibitor	XIAP			Preclinical
EMD-1214063	hepatocyte growth factor receptor inhibitor	MET			Phase 2
EMD-386088	serotonin receptor agonist	HTR6			Preclinical
EMD-53998	phosphodiesterase inhibitor	TNNC1			Phase 1
EMD-66684	angiotensin receptor antagonist	AGTR1			Preclinical
EMD534085	kinesin inhibitor				Preclinical
emedastine	histamine receptor antagonist	HRH1	ophthalmology	conjunctivitis	Launched
emeramide	antioxidant				Phase 2
emetine	protein synthesis inhibitor	RPS2			Phase 2
emiglitate	alpha glucoside inhibitor				Preclinical
emixustat	retinoid isomerohydrolase inhibitor				Phase 3
emodepside	nematocide				Phase 1
emodin	11-beta hydroxysteroid dehydrogenase inhibitor	CSNK2A1			Preclinical
emorfazone	anti-inflammatory agent, cyclooxygenase inhibitor		dental	mouth inflammation	Launched
emoxipin					Phase 3
empagliflozin	sodium/glucose cotransporter inhibitor	SLC5A1, SLC5A2	endocrinology	diabetes mellitus	Launched
emricasan	caspase inhibitor	CASP1, CASP3, CASP7			Phase 2
emtricitabine	nucleoside reverse transcriptase inhibitor		infectious disease	human immunodeficiency virus (HIV-1)	Launched
enalapril	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension, congestive heart failure, left ventricular systolic dysfunction (LVSD)	Launched
enalaprilat	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension	Launched
enasidenib	isocitrate dehydrogenase inhibitor	IDH1	hematologic malignancy	acute myeloid leukemia (AML)	Launched
enbucrilate			dermatology	skin lacerations, tissue adhesive	Launched
enciprazine	GABA receptor modulator	GABRA1			Phase 3
encorafenib	RAF inhibitor	BRAF	oncology	melanoma	Launched
endo-IWR-1	PARP inhibitor	TNKS, TNKS2			Preclinical
endoxifen	estrogen receptor antagonist	ESR1			Phase 2
enflurane	membrane permeability inhibitor	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9	neurology/psychiatry	anesthetic	Launched
enilconazole	sterol demethylase inhibitor	CYP19A1, CYP1A2, CYP2B6, CYP2C9, CYP2J2, CYP3A4, CYP3A5, NR1I2, PPARA, PTGER2	infectious disease	skin infections	Launched
eniluracil	dihydropyrimidine dehydrogenase inhibitor	AOX1, DPYD, XDH			Phase 3
eniporide	sodium/hydrogen antiport inhibitor				Preclinical
enisamium-iodide					Launched
ENMD-2076	Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor	AURKA, FLT3, KDR, PDGFRA, PTK2, SRC			Phase 2
enocitabine	DNA synthesis inhibitor	CMPK1, RRM1, TYMS	hematologic malignancy	acute myeloid leukemia (AML)	Launched
enoxacin	topoisomerase inhibitor	TOP2A	infectious disease	urinary tract infections, gonorrhea	Launched
enoximone	phosphodiesterase inhibitor	PDE3A	cardiology	congestive heart failure	Launched
enoxolone	gap junction modulator	HSD11B1	gastroenterology, otolaryngology	peptic ulcer disease (PUD), common cold	Launched
enprofylline	phosphodiesterase inhibitor	ADORA1, ADORA2A, ADORA2B, ADORA3, PDE4A, PDE4B			Phase 3
enrofloxacin	bacterial DNA gyrase inhibitor		infectious disease	gram-negative bacterial infections	Launched
entacapone	catechol O methyltransferase inhibitor	COMT	neurology/psychiatry	Parkinson's Disease	Launched
entasobulin	tubulin polymerization inhibitor				Preclinical
